village,state,date,water_source_id,water_source_type,latitude,longitude,pH,turbidity_ntu,bacteria_ecoli_cfu_100ml,bacteria_coliform_cfu_100ml,dissolved_oxygen_mg_l,nitrates_mg_l,phosphates_mg_l,heavy_metals_mg_l,chlorine_residual_mg_l,fluoride_mg_l,arsenic_mg_l,test_method,testing_agency,is_potable,contamination_level,depth_meters
Lunglei Village,Mizoram,2023-03-15,WS_20502,Spring,25.159901,94.656106,8.29,6.7,14.0,23.0,7.9,27.0,0.62,0.048,0.24,0.8,0.043,Water Testing Kit,Agency_3,1,Safe,
Guwahati Rural,Assam,2023-03-15,WS_22693,Tube Well,25.759427,88.173136,8.46,2.0,34.0,2.0,6.5,3.6,1.1,0.019,0.81,0.43,0.005,IoT Sensor,Agency_9,1,Safe,119.0
Namchi Village,Sikkim,2023-03-15,WS_46261,Well,27.580525,88.827118,8.0,7.5,6.0,57.0,5.3,1.2,1.4,0.032,0.23,1.06,0.033,IoT Sensor,Agency_3,1,Safe,100.0
Kohima Rural,Nagaland,2023-03-15,WS_83090,River,25.760532,90.858012,5.95,26.9,1728.0,1790.0,3.2,182.6,22.75,0.96,1.89,0.28,0.024,IoT Sensor,Agency_8,0,High,
Baghmara Rural,Meghalaya,2023-03-15,WS_78794,River,27.14909,96.74089,5.81,56.4,1068.0,4266.0,3.3,130.3,12.1,0.95,0.91,1.5,0.009,IoT Sensor,Agency_1,0,High,
Jorhat Village,Assam,2023-03-15,WS_11062,Well,25.120871,93.577192,7.77,1.5,0.0,9.0,7.8,17.1,1.12,0.035,1.31,0.23,0.04,Water Testing Kit,Agency_4,1,Safe,134.0
Nongpoh Village,Meghalaya,2023-03-15,WS_20764,Piped Supply,27.190676,90.922749,7.15,4.4,17.0,43.0,5.4,38.0,1.24,0.004,0.76,0.7,0.018,Water Testing Kit,Agency_2,1,Safe,
Champhai Rural,Mizoram,2023-03-16,WS_96344,Spring,25.242264,95.735261,7.13,2.8,32.0,46.0,6.1,2.6,2.35,0.044,1.25,0.94,0.008,IoT Sensor,Agency_2,1,Safe,
Agartala Rural,Tripura,2023-03-16,WS_23469,Well,24.718605,88.146509,7.65,6.6,15.0,14.0,6.4,35.0,0.73,0.013,1.84,0.31,0.0,IoT Sensor,Agency_1,1,Safe,5.0
Jowai Rural,Meghalaya,2023-03-16,WS_74708,Well,24.20929,91.53283,6.5,3.6,25.0,78.0,7.1,5.6,1.28,0.047,1.61,0.18,0.05,IoT Sensor,Agency_8,1,Safe,57.0
Zunheboto Village,Nagaland,2023-03-16,WS_37481,Tube Well,24.074879,90.438359,8.05,0.4,20.0,20.0,8.5,30.6,0.32,0.018,0.53,0.66,0.026,IoT Sensor,Agency_7,1,Safe,169.0
Dharmanagar Rural,Tripura,2023-03-16,WS_74089,Pond,25.604012,88.263723,7.0,5.1,48.0,47.0,7.0,32.8,1.52,0.007,1.26,1.32,0.002,Water Testing Kit,Agency_2,1,Safe,
Lunglei Village,Mizoram,2023-03-16,WS_10461,Pond,26.162395,96.44857,4.58,24.1,1834.0,3615.0,3.9,116.1,22.58,1.65,0.55,0.48,0.0,Lab Analysis,Agency_8,0,High,
Shillong Rural,Meghalaya,2023-03-16,WS_62273,Spring,27.537224,90.160572,8.24,3.9,35.0,42.0,6.4,40.3,2.72,0.034,0.74,0.37,0.002,Lab Analysis,Agency_1,1,Safe,
Serchhip Village,Mizoram,2023-03-17,WS_56411,Pond,23.345839,95.540162,5.15,94.4,1731.0,2340.0,3.1,72.8,20.05,1.0,0.67,0.63,0.001,Water Testing Kit,Agency_4,0,High,
Mokokchung Rural,Nagaland,2023-03-17,WS_21423,River,24.755207,93.364764,7.06,4.0,21.0,79.0,7.1,20.7,2.84,0.019,1.14,0.6,0.027,Water Testing Kit,Agency_7,1,Safe,
Jorhat Village,Assam,2023-03-17,WS_30341,Piped Supply,24.625504,90.62557,6.71,3.6,28.0,2.0,7.2,18.0,1.44,0.015,1.95,0.88,0.042,Water Testing Kit,Agency_3,1,Safe,
Hnahthial Village,Mizoram,2023-03-17,WS_91287,Well,25.983008,93.001215,8.15,4.9,31.0,14.0,8.9,23.8,0.31,0.021,0.56,0.41,0.026,IoT Sensor,Agency_7,1,Safe,65.0
Dharmanagar Rural,Tripura,2023-03-17,WS_12454,Spring,25.282458,94.811591,5.59,27.4,453.0,3877.0,1.6,162.4,13.08,1.01,0.52,0.98,0.011,IoT Sensor,Agency_4,0,High,
Namchi Village,Sikkim,2023-03-17,WS_61361,Tube Well,25.507213,90.721274,7.75,6.7,35.0,7.0,5.8,39.3,1.41,0.03,0.26,1.01,0.004,IoT Sensor,Agency_3,1,Safe,141.0
Ukhrul Village,Manipur,2023-03-17,WS_51841,Well,28.12041,92.409608,8.08,5.5,38.0,41.0,6.8,39.2,0.08,0.04,1.19,0.89,0.027,Water Testing Kit,Agency_1,1,Safe,189.0
Tawang Rural,Arunachal Pradesh,2023-03-18,WS_89379,Tube Well,23.70486,92.703811,5.46,63.1,1859.0,534.0,3.4,146.4,19.65,0.65,0.3,0.68,0.04,Water Testing Kit,Agency_1,0,High,135.0
Serchhip Village,Mizoram,2023-03-18,WS_83497,Tube Well,24.33146,96.203664,7.77,4.5,28.0,89.0,5.8,19.7,1.83,0.038,0.72,0.0,0.01,Water Testing Kit,Agency_9,1,Safe,143.0
Naharlagun Village,Arunachal Pradesh,2023-03-18,WS_45151,Pond,27.188023,95.663364,7.95,5.2,19.0,43.0,8.4,29.8,0.07,0.01,1.07,1.49,0.042,IoT Sensor,Agency_6,1,Safe,
Udaipur Village,Tripura,2023-03-18,WS_11527,Well,23.19648,95.614885,7.5,3.0,45.0,0.0,5.0,41.4,0.72,0.0,1.87,0.11,0.01,Water Testing Kit,Agency_3,1,Safe,173.0
Namchi Village,Sikkim,2023-03-18,WS_77010,Well,24.400224,89.500812,5.4,65.2,258.0,2000.0,3.7,181.4,11.22,0.53,0.42,0.32,0.031,Water Testing Kit,Agency_3,0,High,30.0
Jiribam Village,Manipur,2023-03-18,WS_46370,Tube Well,26.515475,89.819279,7.5,2.5,42.0,8.0,7.7,5.1,1.6,0.045,0.02,0.47,0.021,IoT Sensor,Agency_3,1,Safe,93.0
Belonia Rural,Tripura,2023-03-18,WS_16725,River,27.89603,89.728671,8.19,1.6,8.0,24.0,6.4,26.3,0.37,0.027,1.63,0.5,0.01,Water Testing Kit,Agency_5,1,Safe,
Jorhat Village,Assam,2023-03-19,WS_90327,River,28.267144,92.525579,7.64,3.8,1.0,56.0,7.7,4.4,2.87,0.005,0.02,0.1,0.014,Water Testing Kit,Agency_7,1,Safe,
Amarpur Village,Tripura,2023-03-19,WS_14231,Pond,23.764597,89.085767,8.01,0.2,9.0,86.0,7.6,11.6,0.51,0.007,1.34,0.35,0.034,IoT Sensor,Agency_9,1,Safe,
Resubelpara Rural,Meghalaya,2023-03-19,WS_91419,Tube Well,25.228818,94.615181,6.8,4.9,33.0,86.0,7.6,6.3,0.78,0.032,0.68,0.04,0.0,Lab Analysis,Agency_7,1,Safe,12.0
Kiphire Village,Nagaland,2023-03-19,WS_83042,River,25.018985,93.378826,5.95,47.2,1210.0,2083.0,1.4,74.2,18.13,1.64,0.94,0.0,0.039,Water Testing Kit,Agency_5,0,High,
Kiphire Village,Nagaland,2023-03-19,WS_21144,Pond,24.962291,93.701927,6.86,7.3,22.0,43.0,7.8,4.2,1.64,0.011,1.32,1.05,0.018,IoT Sensor,Agency_3,1,Safe,
Saitual Rural,Mizoram,2023-03-19,WS_85101,Well,27.552891,95.757625,4.74,28.8,1663.0,4718.0,2.1,55.2,11.15,1.44,0.28,1.34,0.043,Lab Analysis,Agency_6,0,High,85.0
Phek Rural,Nagaland,2023-03-19,WS_58694,Pond,23.416574,94.219677,5.43,58.1,1339.0,4048.0,3.8,169.4,23.18,1.05,0.13,1.19,0.028,IoT Sensor,Agency_1,0,High,
Lunglei Village,Mizoram,2023-03-20,WS_90062,Spring,28.565982,88.271571,4.67,57.4,742.0,3954.0,3.0,60.3,15.9,0.74,0.21,0.58,0.044,Lab Analysis,Agency_4,0,High,
Singtam Village,Sikkim,2023-03-20,WS_78432,Well,27.86681,95.2465,6.98,0.3,26.0,71.0,5.8,3.2,1.66,0.007,1.08,0.06,0.014,IoT Sensor,Agency_2,1,Safe,157.0
Imphal Rural,Manipur,2023-03-20,WS_73980,Well,28.19529,93.337895,8.2,1.3,35.0,70.0,6.6,6.9,0.4,0.037,1.95,0.97,0.016,IoT Sensor,Agency_3,1,Safe,32.0
Namchi Village,Sikkim,2023-03-20,WS_82579,Pond,27.455815,96.071701,7.46,7.6,9.0,1.0,5.8,4.4,2.2,0.013,0.7,0.79,0.032,Water Testing Kit,Agency_4,1,Safe,
Roing Village,Arunachal Pradesh,2023-03-20,WS_47807,Well,25.189671,88.516495,8.43,2.9,23.0,81.0,8.7,43.7,2.48,0.025,1.91,0.6,0.021,IoT Sensor,Agency_9,1,Safe,67.0
Tura Village,Meghalaya,2023-03-20,WS_78284,River,28.281307,94.898978,7.01,2.6,12.0,87.0,6.9,37.1,2.55,0.037,0.49,1.31,0.017,IoT Sensor,Agency_6,1,Safe,
Tamenglong Rural,Manipur,2023-03-20,WS_37057,Well,26.090496,92.351255,7.83,6.0,5.0,41.0,5.3,29.6,1.47,0.023,1.67,0.45,0.022,Lab Analysis,Agency_8,1,Safe,12.0
Naharlagun Village,Arunachal Pradesh,2023-03-21,WS_65286,Tube Well,24.799417,95.008226,7.43,5.1,16.0,14.0,6.3,20.0,1.32,0.037,1.5,1.31,0.0,Lab Analysis,Agency_7,1,Safe,198.0
Thoubal Village,Manipur,2023-03-21,WS_50592,Pond,28.517052,93.296556,8.32,6.7,25.0,2.0,6.2,4.8,1.95,0.035,1.19,1.22,0.003,Water Testing Kit,Agency_1,1,Safe,
Kailashahar Village,Tripura,2023-03-21,WS_26244,Piped Supply,24.199386,93.221784,8.41,4.8,14.0,25.0,8.0,44.1,0.23,0.039,1.02,0.63,0.021,IoT Sensor,Agency_3,1,Safe,
Kailashahar Village,Tripura,2023-03-21,WS_47606,Well,25.203852,93.207184,7.54,7.6,5.0,73.0,6.2,16.8,1.05,0.018,1.97,0.37,0.028,Water Testing Kit,Agency_4,1,Safe,58.0
Naharlagun Village,Arunachal Pradesh,2023-03-21,WS_45774,Tube Well,24.01727,88.670766,7.78,5.6,49.0,15.0,9.0,32.5,1.37,0.013,0.04,0.62,0.017,Water Testing Kit,Agency_2,1,Safe,14.0
Saitual Rural,Mizoram,2023-03-21,WS_67581,River,24.178895,93.729303,6.1,67.8,1328.0,2033.0,3.3,72.8,13.04,0.19,1.82,0.08,0.012,IoT Sensor,Agency_6,0,High,
Jorethang Rural,Sikkim,2023-03-21,WS_18884,Piped Supply,23.629628,91.066344,5.09,67.8,1755.0,3820.0,2.3,157.8,15.75,1.65,0.38,0.95,0.033,Water Testing Kit,Agency_5,0,High,
Phek Rural,Nagaland,2023-03-22,WS_54711,Well,28.073663,88.533248,7.66,0.4,15.0,26.0,8.5,40.4,0.1,0.037,0.65,0.57,0.048,IoT Sensor,Agency_2,1,Safe,139.0
Amarpur Village,Tripura,2023-03-22,WS_96823,Pond,28.164588,93.078532,6.82,5.0,23.0,73.0,7.3,7.9,2.81,0.022,1.03,1.08,0.009,Water Testing Kit,Agency_3,1,Safe,
Roing Village,Arunachal Pradesh,2023-03-22,WS_66202,Tube Well,26.472722,90.960037,7.22,5.4,41.0,14.0,8.9,39.9,2.07,0.027,1.34,1.43,0.013,Lab Analysis,Agency_2,1,Safe,148.0
Mokokchung Rural,Nagaland,2023-03-22,WS_52849,Well,26.426433,91.690196,7.33,7.3,15.0,29.0,8.8,24.9,1.84,0.045,0.33,0.18,0.036,IoT Sensor,Agency_9,1,Safe,19.0
Namchi Village,Sikkim,2023-03-22,WS_63166,River,23.070998,88.824746,4.79,90.7,1507.0,3911.0,2.3,147.3,6.81,0.36,0.46,1.22,0.022,IoT Sensor,Agency_5,0,High,
Baghmara Rural,Meghalaya,2023-03-22,WS_49101,Tube Well,26.783352,93.004545,7.59,5.9,18.0,16.0,5.0,24.7,0.88,0.011,1.88,1.41,0.017,Lab Analysis,Agency_7,1,Safe,98.0
Pakyong Village,Sikkim,2023-03-22,WS_15373,Piped Supply,24.666637,89.547996,7.34,2.9,41.0,38.0,6.6,6.1,1.63,0.016,1.41,0.58,0.028,Water Testing Kit,Agency_7,1,Safe,
Champhai Rural,Mizoram,2023-03-23,WS_45165,Piped Supply,27.498883,90.414713,7.21,0.7,18.0,1.0,5.7,2.3,1.16,0.003,1.21,1.45,0.033,Lab Analysis,Agency_1,1,Safe,
Jorhat Village,Assam,2023-03-23,WS_94956,Well,23.199202,92.691345,5.58,31.7,1970.0,278.0,3.2,56.4,17.22,0.9,1.88,0.33,0.004,Water Testing Kit,Agency_6,0,High,113.0
Jorhat Village,Assam,2023-03-23,WS_89221,Piped Supply,28.686467,92.270064,8.16,4.4,24.0,82.0,5.4,10.1,1.33,0.004,1.85,0.66,0.041,Lab Analysis,Agency_4,1,Safe,
Gangtok Rural,Sikkim,2023-03-23,WS_20931,River,27.538796,91.625403,7.47,7.4,31.0,39.0,8.7,41.8,0.79,0.02,1.53,0.94,0.029,Lab Analysis,Agency_8,1,Safe,
Tamenglong Rural,Manipur,2023-03-23,WS_37683,Well,24.006317,93.356963,4.92,30.6,1717.0,1089.0,3.0,67.8,16.87,0.93,1.64,1.07,0.049,Water Testing Kit,Agency_9,0,High,33.0
Dharmanagar Rural,Tripura,2023-03-23,WS_12562,Tube Well,28.18319,88.297013,6.5,3.8,38.0,18.0,7.7,6.3,2.41,0.028,0.6,0.85,0.011,IoT Sensor,Agency_3,1,Safe,55.0
Dimapur Village,Nagaland,2023-03-23,WS_82732,Pond,28.841028,95.724614,5.87,96.1,1681.0,2833.0,2.3,188.8,20.32,1.18,1.1,1.38,0.017,Lab Analysis,Agency_1,0,High,
Khliehriat Village,Meghalaya,2023-03-24,WS_80781,Well,25.97645,89.820144,7.0,7.6,1.0,68.0,5.6,34.7,1.48,0.045,0.53,1.08,0.016,Water Testing Kit,Agency_8,1,Safe,90.0
Mangan Village,Sikkim,2023-03-24,WS_32220,Well,28.744345,92.610079,7.35,6.0,28.0,4.0,7.7,36.3,1.66,0.015,1.02,1.09,0.01,IoT Sensor,Agency_9,1,Safe,58.0
Kiphire Village,Nagaland,2023-03-24,WS_42408,Well,28.184688,89.199382,7.59,0.4,32.0,25.0,6.3,10.9,0.17,0.008,1.21,1.15,0.047,IoT Sensor,Agency_2,1,Safe,132.0
Jorethang Rural,Sikkim,2023-03-24,WS_68685,Well,25.566501,91.437432,7.58,3.3,43.0,95.0,5.3,31.5,0.34,0.045,1.17,0.59,0.012,IoT Sensor,Agency_3,1,Safe,38.0
Agartala Rural,Tripura,2023-03-24,WS_27058,Spring,23.054359,95.805707,6.59,6.9,7.0,24.0,7.7,32.9,1.52,0.048,0.79,1.17,0.039,Water Testing Kit,Agency_6,1,Safe,
Nagaon Rural,Assam,2023-03-24,WS_37569,Well,23.78239,95.830562,8.44,0.3,42.0,99.0,6.7,42.4,0.78,0.049,1.88,1.23,0.005,Lab Analysis,Agency_4,1,Safe,10.0
Resubelpara Rural,Meghalaya,2023-03-24,WS_54964,Piped Supply,25.878814,95.980806,6.31,59.7,781.0,2894.0,3.1,91.0,10.82,0.99,0.82,0.3,0.02,Water Testing Kit,Agency_5,0,High,
Singtam Village,Sikkim,2023-03-25,WS_85323,Piped Supply,26.87206,96.614986,7.09,2.5,32.0,43.0,5.5,0.3,0.09,0.043,0.21,0.74,0.012,Water Testing Kit,Agency_6,1,Safe,
Roing Village,Arunachal Pradesh,2023-03-25,WS_30950,Spring,27.457507,92.536368,7.78,7.4,42.0,87.0,5.0,23.1,2.35,0.009,0.1,0.93,0.012,Water Testing Kit,Agency_1,1,Safe,
Gangtok Rural,Sikkim,2023-03-25,WS_23390,Piped Supply,25.218149,92.682833,7.45,6.7,5.0,58.0,5.5,25.3,2.89,0.003,0.23,0.33,0.034,Water Testing Kit,Agency_4,1,Safe,
Tezpur Rural,Assam,2023-03-25,WS_16649,Tube Well,25.635788,90.922412,8.42,1.6,1.0,30.0,7.6,26.6,0.73,0.033,0.09,0.05,0.009,Lab Analysis,Agency_7,1,Safe,167.0
Mokokchung Rural,Nagaland,2023-03-25,WS_87462,Piped Supply,26.125947,92.215862,8.44,7.8,8.0,12.0,8.5,17.2,1.07,0.027,0.16,0.44,0.021,Water Testing Kit,Agency_6,1,Safe,
Rangpo Rural,Sikkim,2023-03-25,WS_76733,Pond,23.024182,93.655732,7.72,0.9,48.0,53.0,6.7,8.6,2.85,0.022,1.76,0.16,0.046,IoT Sensor,Agency_5,1,Safe,
Senapati Rural,Manipur,2023-03-25,WS_21424,Tube Well,23.973031,89.263404,6.72,6.7,27.0,82.0,7.5,17.6,1.8,0.032,0.29,1.33,0.027,Water Testing Kit,Agency_8,1,Safe,42.0
Roing Village,Arunachal Pradesh,2023-03-26,WS_65931,Pond,23.824848,96.851552,6.89,6.4,3.0,16.0,8.6,4.9,0.74,0.002,0.12,0.43,0.039,Water Testing Kit,Agency_3,1,Safe,
Khliehriat Village,Meghalaya,2023-03-26,WS_19772,Pond,23.550904,94.534399,7.13,5.6,18.0,53.0,5.9,7.8,2.92,0.027,0.47,0.42,0.001,Water Testing Kit,Agency_4,1,Safe,
Pakyong Village,Sikkim,2023-03-26,WS_65476,Well,27.028925,89.003119,7.46,4.0,30.0,47.0,7.6,39.8,1.19,0.044,1.56,0.72,0.02,IoT Sensor,Agency_3,1,Safe,179.0
Imphal Rural,Manipur,2023-03-26,WS_53300,Piped Supply,25.529734,88.897605,7.08,0.2,39.0,64.0,8.1,24.2,1.38,0.011,0.19,0.36,0.028,IoT Sensor,Agency_9,1,Safe,
Bomdila Rural,Arunachal Pradesh,2023-03-26,WS_77738,Tube Well,24.965182,92.697478,7.31,4.6,44.0,96.0,8.4,8.1,1.78,0.022,0.91,0.78,0.015,Water Testing Kit,Agency_4,1,Safe,71.0
Rangpo Rural,Sikkim,2023-03-26,WS_42199,Tube Well,28.834002,93.496988,8.0,7.6,33.0,45.0,5.2,40.8,1.77,0.034,0.59,0.69,0.034,Water Testing Kit,Agency_5,1,Safe,75.0
Belonia Rural,Tripura,2023-03-26,WS_80080,Tube Well,25.87254,90.251562,7.3,3.4,16.0,86.0,8.1,33.5,0.68,0.009,0.92,0.28,0.013,IoT Sensor,Agency_4,1,Safe,181.0
Agartala Rural,Tripura,2023-03-27,WS_96033,Piped Supply,28.563249,94.349105,7.73,5.4,3.0,79.0,6.1,22.9,1.02,0.039,0.87,0.18,0.042,IoT Sensor,Agency_4,1,Safe,
Guwahati Rural,Assam,2023-03-27,WS_32736,Piped Supply,28.162869,95.506641,5.02,67.9,1027.0,1616.0,1.6,95.3,19.85,0.45,0.06,0.42,0.036,Water Testing Kit,Agency_3,0,High,
Ukhrul Village,Manipur,2023-03-27,WS_58243,River,27.938971,96.672909,8.48,4.8,3.0,46.0,8.5,39.0,2.89,0.045,1.32,1.21,0.011,IoT Sensor,Agency_3,1,Safe,
Agartala Rural,Tripura,2023-03-27,WS_83326,Well,26.893228,90.7603,8.28,3.5,40.0,40.0,7.9,17.9,2.7,0.016,1.29,0.21,0.045,Water Testing Kit,Agency_3,1,Safe,150.0
Teliamura Rural,Tripura,2023-03-27,WS_10312,Spring,23.913375,89.993136,5.58,37.6,1979.0,4925.0,3.8,52.1,8.09,1.15,0.4,0.33,0.024,IoT Sensor,Agency_8,0,High,
Resubelpara Rural,Meghalaya,2023-03-27,WS_27137,Piped Supply,28.402855,92.861448,6.87,5.2,32.0,20.0,5.3,7.5,0.83,0.002,0.37,0.33,0.03,Lab Analysis,Agency_5,1,Safe,
Khowai Village,Tripura,2023-03-27,WS_64751,River,26.504705,90.829094,7.02,0.8,40.0,88.0,6.8,4.6,0.13,0.003,0.35,1.23,0.0,Water Testing Kit,Agency_8,1,Safe,
Ziro Village,Arunachal Pradesh,2023-03-28,WS_72068,Pond,25.306314,91.396845,5.2,21.0,711.0,1160.0,1.9,157.2,24.77,1.85,1.81,1.29,0.019,Lab Analysis,Agency_5,0,High,
Silchar Village,Assam,2023-03-28,WS_93708,River,23.204067,92.783528,6.23,83.5,1812.0,588.0,3.6,139.0,9.31,0.67,1.17,0.38,0.047,Water Testing Kit,Agency_3,0,High,
Serchhip Village,Mizoram,2023-03-28,WS_84167,Tube Well,28.255406,91.247305,7.28,3.8,30.0,48.0,6.2,38.8,2.41,0.019,0.7,0.48,0.037,IoT Sensor,Agency_3,1,Safe,73.0
Dimapur Village,Nagaland,2023-03-28,WS_40289,Tube Well,23.490272,95.328003,7.75,8.0,15.0,63.0,8.6,40.5,0.96,0.005,1.19,0.5,0.029,Water Testing Kit,Agency_8,1,Safe,173.0
Baghmara Rural,Meghalaya,2023-03-28,WS_54202,Pond,25.280739,95.736583,4.67,90.2,444.0,499.0,2.7,131.9,16.36,0.99,0.17,0.35,0.04,IoT Sensor,Agency_7,0,High,
Williamnagar Village,Meghalaya,2023-03-28,WS_72656,Piped Supply,25.063519,96.420758,8.09,2.2,18.0,93.0,6.0,29.8,1.09,0.024,1.43,0.44,0.034,IoT Sensor,Agency_6,1,Safe,
Imphal Rural,Manipur,2023-03-28,WS_46377,River,24.020864,90.286365,7.97,6.4,7.0,4.0,8.6,21.1,2.91,0.027,1.81,0.32,0.012,Water Testing Kit,Agency_5,1,Safe,
Agartala Rural,Tripura,2023-03-29,WS_32968,Piped Supply,27.10171,96.308179,5.37,48.9,1745.0,4231.0,3.7,176.3,20.73,1.73,1.33,0.31,0.047,IoT Sensor,Agency_6,0,High,
Rangpo Rural,Sikkim,2023-03-29,WS_93905,River,28.117031,92.983734,8.02,6.6,38.0,59.0,5.1,34.4,1.84,0.004,1.84,1.22,0.032,IoT Sensor,Agency_9,1,Safe,
Bomdila Rural,Arunachal Pradesh,2023-03-29,WS_33401,Tube Well,25.740559,89.242253,7.61,4.1,11.0,2.0,7.9,41.4,0.55,0.047,0.5,1.09,0.039,IoT Sensor,Agency_4,1,Safe,171.0
Karimganj Village,Assam,2023-03-29,WS_44022,Well,26.141054,96.688034,7.16,1.6,6.0,48.0,8.1,23.5,0.06,0.024,1.2,0.95,0.026,IoT Sensor,Agency_2,1,Safe,113.0
Barpeta Village,Assam,2023-03-29,WS_55371,Well,24.13058,88.631267,5.56,74.5,1104.0,1830.0,2.1,72.4,11.23,1.54,1.34,0.41,0.01,Water Testing Kit,Agency_1,0,High,183.0
Tawang Rural,Arunachal Pradesh,2023-03-29,WS_43418,Piped Supply,23.896743,92.787169,7.61,7.9,43.0,24.0,8.0,25.6,0.21,0.002,1.08,0.53,0.03,Water Testing Kit,Agency_3,1,Safe,
Udaipur Village,Tripura,2023-03-29,WS_52170,Well,28.546341,96.46138,7.78,1.1,17.0,21.0,8.9,24.5,0.95,0.033,1.28,0.34,0.027,Water Testing Kit,Agency_2,1,Safe,10.0
Namchi Village,Sikkim,2023-03-30,WS_13031,Tube Well,26.010727,91.455916,5.08,99.4,1209.0,3034.0,1.7,178.6,13.58,1.61,0.31,0.19,0.002,Lab Analysis,Agency_2,0,High,109.0
Lawngtlai Village,Mizoram,2023-03-30,WS_20432,River,25.885271,90.042079,6.56,6.3,19.0,54.0,5.9,26.1,2.19,0.01,0.02,0.23,0.025,IoT Sensor,Agency_9,1,Safe,
Singtam Village,Sikkim,2023-03-30,WS_68119,River,24.572904,89.576422,8.17,7.5,8.0,63.0,7.3,39.0,2.69,0.038,0.34,0.68,0.019,Water Testing Kit,Agency_5,1,Safe,
Senapati Rural,Manipur,2023-03-30,WS_82504,Spring,23.361587,88.106415,6.14,94.7,1099.0,2355.0,3.8,51.1,21.81,0.66,0.04,0.98,0.031,Water Testing Kit,Agency_3,0,High,
Teliamura Rural,Tripura,2023-03-30,WS_24301,Tube Well,26.649685,88.041574,7.54,6.2,22.0,46.0,6.1,12.8,0.11,0.027,1.15,0.12,0.01,IoT Sensor,Agency_1,1,Safe,121.0
Hnahthial Village,Mizoram,2023-03-30,WS_73893,River,23.841919,88.93964,6.8,7.9,46.0,99.0,6.4,37.0,0.99,0.037,1.6,1.0,0.026,Lab Analysis,Agency_2,1,Safe,
Nongpoh Village,Meghalaya,2023-03-30,WS_32470,Well,23.224024,93.435547,7.48,5.1,15.0,65.0,5.1,16.7,1.89,0.01,1.16,1.17,0.035,Water Testing Kit,Agency_8,1,Safe,172.0
Wokha Rural,Nagaland,2023-03-31,WS_47389,Piped Supply,25.619401,91.94298,7.68,0.8,27.0,75.0,7.3,39.5,0.86,0.025,1.99,1.46,0.004,IoT Sensor,Agency_1,1,Safe,
Dibrugarh Rural,Assam,2023-03-31,WS_15296,River,24.650274,88.721256,7.74,7.7,38.0,35.0,8.9,13.6,1.73,0.035,0.81,1.31,0.024,IoT Sensor,Agency_5,1,Safe,
Tezpur Village,Arunachal Pradesh,2023-03-31,WS_27204,Well,24.8266,95.003807,5.29,59.4,179.0,646.0,1.3,150.3,11.0,1.17,1.65,1.48,0.037,IoT Sensor,Agency_5,0,High,27.0
Tura Village,Meghalaya,2023-03-31,WS_84984,Well,27.987169,89.807095,7.39,6.0,25.0,88.0,8.0,3.8,2.26,0.013,1.46,0.61,0.049,Water Testing Kit,Agency_1,1,Safe,89.0
Belonia Rural,Tripura,2023-03-31,WS_58934,Well,27.150493,93.252839,5.86,52.7,121.0,687.0,1.9,113.6,23.77,1.13,1.73,1.5,0.019,Lab Analysis,Agency_2,0,High,109.0
Khliehriat Village,Meghalaya,2023-03-31,WS_83011,River,23.600453,94.028928,6.79,5.7,8.0,34.0,8.3,27.4,2.9,0.013,0.47,0.81,0.014,Lab Analysis,Agency_8,1,Safe,
Tezpur Village,Arunachal Pradesh,2023-03-31,WS_86696,Well,28.961427,94.707454,6.12,78.8,1316.0,3534.0,2.9,102.2,19.41,1.88,0.48,0.41,0.032,Water Testing Kit,Agency_7,0,High,46.0
Udaipur Village,Tripura,2023-04-01,WS_70542,Piped Supply,24.823114,94.085106,7.91,7.5,6.0,14.0,8.8,9.2,0.06,0.043,0.26,0.48,0.026,IoT Sensor,Agency_7,1,Safe,
Wokha Rural,Nagaland,2023-04-01,WS_12517,River,28.519111,92.824878,8.05,6.8,10.0,37.0,7.3,22.5,0.24,0.017,1.53,0.21,0.032,IoT Sensor,Agency_4,1,Safe,
Ziro Village,Arunachal Pradesh,2023-04-01,WS_19404,Piped Supply,26.309933,91.896542,7.0,1.7,10.0,90.0,5.5,39.2,1.18,0.032,0.55,1.4,0.046,Water Testing Kit,Agency_9,1,Safe,
Saitual Rural,Mizoram,2023-04-01,WS_58570,Well,26.421909,95.279153,6.79,1.3,46.0,56.0,6.2,43.3,2.12,0.027,1.0,0.63,0.017,IoT Sensor,Agency_4,1,Safe,17.0
Bomdila Rural,Arunachal Pradesh,2023-04-01,WS_15282,Spring,28.814887,96.027318,7.41,0.7,6.0,3.0,6.5,21.7,2.46,0.004,1.21,0.75,0.044,IoT Sensor,Agency_8,1,Safe,
Gyalshing Rural,Sikkim,2023-04-01,WS_90899,Spring,23.665709,93.850573,8.32,7.5,13.0,33.0,6.3,19.6,0.19,0.04,1.65,0.18,0.003,IoT Sensor,Agency_9,1,Safe,
Tezpur Rural,Assam,2023-04-01,WS_51767,Pond,26.863394,95.950726,5.42,21.4,1392.0,2700.0,2.6,87.4,21.81,0.86,0.46,0.21,0.042,Water Testing Kit,Agency_1,0,High,
Mangan Village,Sikkim,2023-04-02,WS_18502,Piped Supply,23.48254,89.550582,7.34,6.6,21.0,14.0,5.1,40.1,1.4,0.028,1.01,0.42,0.042,IoT Sensor,Agency_7,1,Safe,
