village,state,date,season,month,daily_rainfall_mm,weekly_rainfall_mm,monthly_rainfall_mm,temperature_celsius,max_temperature_celsius,min_temperature_celsius,humidity_percent,wind_speed_kmh,wind_direction,atmospheric_pressure_hpa,solar_radiation_mj_m2,evaporation_rate_mm,flood_risk_level,drought_indicator,weather_station_id,data_source
Dibrugarh Rural,Assam,2023-03-16,Winter,3,0.3,1.8,79.3,18.3,25.4,13.9,51.4,11.2,NE,1001.1,24.8,6.2,High,No,WS_4120,IMD
Pasighat Rural,Arunachal Pradesh,2023-03-16,Winter,3,0.6,3.7,17.4,15.3,22.0,9.6,65.2,23.3,N,1014.6,22.6,4.1,Medium,No,WS_3740,IMD
Tamenglong Rural,Manipur,2023-03-17,Winter,3,3.0,17.5,42.1,13.3,18.1,8.8,65.7,4.1,E,1005.6,17.7,11.5,Medium,No,WS_7717,Satellite
Khliehriat Village,Meghalaya,2023-03-17,Winter,3,0.9,6.9,47.6,20.4,24.7,18.3,53.1,10.4,E,1011.9,22.9,2.5,Low,No,WS_7064,Local Station
Williamnagar Village,Meghalaya,2023-03-17,Winter,3,1.5,9.2,14.2,18.0,21.5,15.4,74.2,8.0,SE,1000.7,22.1,9.7,Low,No,WS_1756,IMD
Resubelpara Rural,Meghalaya,2023-03-17,Winter,3,0.7,4.1,11.9,12.0,19.0,9.8,59.9,23.8,N,1000.9,28.5,7.6,Medium,Mild,WS_7267,IMD
Tezpur Rural,Assam,2023-03-17,Winter,3,5.1,41.8,46.9,17.8,19.9,14.5,54.5,11.4,SW,1000.9,17.3,10.3,Low,Moderate,WS_1614,IMD
Dharmanagar Rural,Tripura,2023-03-17,Winter,3,3.3,19.6,71.3,21.8,27.4,18.2,73.6,14.5,NW,1005.3,17.0,2.0,High,No,WS_7369,Satellite
Roing Village,Arunachal Pradesh,2023-03-17,Winter,3,0.0,0.0,40.1,14.9,17.1,8.9,55.8,17.3,S,1006.4,16.6,5.4,Low,No,WS_5834,Satellite
Karimganj Village,Assam,2023-03-18,Winter,3,2.3,19.2,25.5,23.4,26.6,19.0,51.8,19.6,S,1002.7,27.0,4.1,Low,No,WS_4224,Satellite
Tawang Rural,Arunachal Pradesh,2023-03-18,Winter,3,0.1,0.6,38.1,18.4,22.2,14.9,57.4,3.6,SE,1005.0,15.3,3.2,Low,Mild,WS_9519,IMD
Dibrugarh Rural,Assam,2023-03-18,Winter,3,0.8,5.2,14.2,24.0,26.2,19.9,57.2,20.0,NW,1009.4,21.7,10.5,Medium,No,WS_4392,Satellite
Bomdila Rural,Arunachal Pradesh,2023-03-18,Winter,3,5.6,32.2,50.3,19.7,23.7,14.3,62.3,18.9,SE,1018.5,15.4,4.7,Medium,No,WS_2080,Satellite
Khliehriat Village,Meghalaya,2023-03-18,Winter,3,4.2,27.9,35.1,20.3,25.8,16.9,54.3,12.0,N,1010.1,21.9,6.2,Medium,No,WS_3502,Local Station
Amarpur Village,Tripura,2023-03-18,Winter,3,0.1,0.8,44.7,23.9,27.5,18.5,51.8,15.4,S,1003.4,15.2,10.7,Low,Mild,WS_2605,IMD
Khowai Village,Tripura,2023-03-18,Winter,3,3.7,27.9,24.1,17.8,21.0,14.7,61.9,24.9,SE,1019.7,21.9,4.4,Low,Moderate,WS_5433,Local Station
Jowai Rural,Meghalaya,2023-03-19,Winter,3,5.5,44.6,43.7,23.1,29.0,17.6,69.6,18.9,SE,1002.1,25.6,3.6,Medium,No,WS_1794,IMD
Tawang Rural,Arunachal Pradesh,2023-03-19,Winter,3,0.8,6.2,66.0,19.1,24.3,15.8,72.6,23.9,S,1017.4,19.3,8.1,Low,No,WS_1152,Satellite
Jowai Rural,Meghalaya,2023-03-19,Winter,3,0.2,1.4,33.6,22.1,27.5,19.9,53.8,18.5,W,1013.8,20.7,2.4,Low,Mild,WS_1650,Satellite
Barpeta Village,Assam,2023-03-19,Winter,3,0.3,1.8,24.5,14.8,17.1,11.7,72.0,11.5,NW,1017.0,20.5,2.5,Low,No,WS_9088,IMD
Tuensang Village,Nagaland,2023-03-19,Winter,3,1.4,10.3,51.9,20.3,25.6,18.1,71.5,21.0,W,1011.0,21.0,4.1,Low,No,WS_7070,Local Station
Rangpo Rural,Sikkim,2023-03-19,Winter,3,0.1,0.7,68.6,17.3,19.9,12.9,68.9,8.7,NE,1002.4,29.6,2.0,Low,Mild,WS_6495,IMD
Karimganj Village,Assam,2023-03-19,Winter,3,0.8,4.9,60.0,24.8,29.8,18.9,58.2,13.6,S,1008.5,22.3,3.4,Low,Mild,WS_5090,Local Station
Kohima Rural,Nagaland,2023-03-20,Winter,3,2.4,17.4,14.3,18.6,23.3,14.4,50.1,23.1,NW,1000.3,26.7,4.4,Medium,Mild,WS_7654,IMD
Khliehriat Village,Meghalaya,2023-03-20,Winter,3,2.3,16.9,18.9,15.5,20.7,9.6,73.4,24.9,NW,1011.2,15.3,10.3,Medium,Mild,WS_4789,Satellite
Singtam Village,Sikkim,2023-03-20,Winter,3,3.7,24.4,31.6,16.0,21.5,10.3,71.5,9.4,SW,1005.6,26.1,7.8,Low,No,WS_5925,Satellite
Barpeta Village,Assam,2023-03-20,Winter,3,0.1,0.6,37.9,19.3,26.8,16.5,57.7,19.3,NW,1001.9,16.3,7.4,Low,Mild,WS_3371,Satellite
Phek Rural,Nagaland,2023-03-20,Winter,3,0.7,5.3,10.0,15.4,20.6,9.7,51.3,2.7,W,1019.9,26.5,5.4,Medium,No,WS_2408,Local Station
Belonia Rural,Tripura,2023-03-20,Winter,3,2.0,12.2,60.8,17.0,19.4,13.1,53.9,6.2,W,1014.6,29.9,6.5,Low,No,WS_9403,Local Station
Dibrugarh Rural,Assam,2023-03-20,Winter,3,0.4,3.3,71.3,21.8,25.0,18.4,73.2,22.5,NW,1004.9,27.9,8.2,High,No,WS_2874,Satellite
Senapati Rural,Manipur,2023-03-21,Winter,3,4.5,37.5,29.8,24.7,31.2,20.8,51.5,12.4,S,1017.7,25.5,11.8,Medium,Mild,WS_2194,IMD
Teliamura Rural,Tripura,2023-03-21,Winter,3,2.6,20.3,56.0,13.9,17.8,9.5,60.5,4.3,NW,1016.9,19.5,11.3,Low,No,WS_3180,IMD
Karimganj Village,Assam,2023-03-21,Winter,3,0.2,1.3,62.0,13.3,20.7,7.8,69.4,21.9,E,1011.3,22.3,6.6,Medium,No,WS_5346,Satellite
Belonia Rural,Tripura,2023-03-21,Winter,3,4.7,32.7,13.8,18.6,23.8,12.8,61.7,9.4,E,1014.5,24.1,5.9,Medium,No,WS_7925,Local Station
Jorhat Village,Assam,2023-03-21,Winter,3,1.8,13.2,17.9,22.2,29.1,18.6,69.7,24.4,SE,1010.2,25.5,11.8,Low,Mild,WS_5607,Local Station
Agartala Rural,Tripura,2023-03-21,Winter,3,3.4,25.5,11.6,13.6,15.7,9.4,60.7,6.6,E,1009.5,24.2,6.9,Low,Moderate,WS_1461,IMD
Tezpur Village,Arunachal Pradesh,2023-03-21,Winter,3,0.8,6.5,27.6,15.2,21.6,12.6,71.8,11.9,NE,1013.2,18.1,8.0,Low,No,WS_6581,Local Station
Thoubal Village,Manipur,2023-03-22,Winter,3,0.0,0.0,32.9,20.8,28.3,18.4,71.3,19.3,N,1016.4,27.1,3.5,Low,No,WS_9051,IMD
Jowai Rural,Meghalaya,2023-03-22,Winter,3,13.2,110.3,20.5,23.0,27.8,19.5,60.0,21.6,N,1008.9,29.0,2.6,High,No,WS_2085,Local Station
Jiribam Village,Manipur,2023-03-22,Winter,3,2.9,18.8,75.8,21.4,25.9,17.0,67.3,22.7,E,1002.6,16.2,9.1,Low,Moderate,WS_1069,IMD
Bomdila Rural,Arunachal Pradesh,2023-03-22,Winter,3,4.1,30.9,66.5,18.2,25.2,15.6,56.5,12.7,SE,1015.8,24.9,3.4,Medium,Moderate,WS_7160,IMD
Amarpur Village,Tripura,2023-03-22,Winter,3,4.3,27.0,75.9,16.6,22.1,13.6,67.7,11.5,NW,1011.2,21.6,6.2,Medium,No,WS_5655,Local Station
Hnahthial Village,Mizoram,2023-03-22,Winter,3,0.0,0.0,22.2,24.2,26.4,18.8,51.7,18.3,W,1004.4,29.5,5.2,Low,No,WS_8316,IMD
Jorhat Village,Assam,2023-03-22,Winter,3,0.1,0.8,13.9,14.5,19.1,10.2,71.1,3.5,SW,1002.1,23.8,4.6,Low,No,WS_6600,Satellite
Khowai Village,Tripura,2023-03-23,Winter,3,2.5,20.5,70.1,24.9,30.2,19.2,53.4,21.1,SW,1003.1,21.7,11.2,Low,No,WS_4945,IMD
Tezpur Rural,Assam,2023-03-23,Winter,3,5.1,33.2,76.0,12.9,16.9,10.1,64.3,2.1,W,1011.8,16.5,5.9,Low,No,WS_2230,IMD
Resubelpara Rural,Meghalaya,2023-03-23,Winter,3,2.1,14.2,49.9,20.7,23.9,16.1,70.3,7.6,SW,1012.8,15.1,12.0,Low,No,WS_9381,Satellite
Williamnagar Village,Meghalaya,2023-03-23,Winter,3,0.6,4.1,70.5,16.8,21.8,12.0,60.0,12.4,E,1012.7,19.9,2.0,Low,No,WS_7928,Local Station
Phek Rural,Nagaland,2023-03-23,Winter,3,0.4,2.5,39.9,13.6,20.0,11.0,50.7,21.6,NW,1018.8,25.9,8.6,Low,No,WS_3208,IMD
Itanagar Rural,Arunachal Pradesh,2023-03-23,Winter,3,0.0,0.0,71.7,12.2,17.7,6.3,56.4,9.3,NW,1012.0,18.5,11.3,Medium,Moderate,WS_7580,IMD
Senapati Rural,Manipur,2023-03-23,Winter,3,0.2,1.3,42.5,14.1,19.2,11.2,63.4,9.9,N,1003.4,15.5,3.0,Low,No,WS_9410,IMD
Resubelpara Rural,Meghalaya,2023-03-24,Winter,3,6.2,50.6,48.7,20.9,24.1,17.2,53.7,19.8,N,1012.1,18.0,4.7,High,No,WS_6721,IMD
Nongpoh Village,Meghalaya,2023-03-24,Winter,3,0.4,2.4,55.6,18.6,26.0,12.8,61.0,16.2,SW,1007.1,18.3,4.6,Low,No,WS_1098,Local Station
Wokha Rural,Nagaland,2023-03-24,Winter,3,9.9,69.3,78.5,18.9,23.0,16.2,68.0,5.6,NW,1000.8,21.7,2.9,Medium,No,WS_6451,IMD
Aizawl Rural,Mizoram,2023-03-24,Winter,3,0.3,1.9,61.8,16.4,24.4,13.0,57.0,20.3,SE,1017.4,25.9,6.5,Low,Moderate,WS_1671,IMD
Amarpur Village,Tripura,2023-03-24,Winter,3,6.4,42.7,18.7,23.0,28.1,20.1,53.9,7.6,E,1010.4,29.7,6.8,Low,No,WS_8928,IMD
Saitual Rural,Mizoram,2023-03-24,Winter,3,1.4,8.7,79.7,12.7,15.3,8.3,56.5,13.3,S,1016.5,25.9,11.6,Low,No,WS_8646,Satellite
Mokokchung Rural,Nagaland,2023-03-24,Winter,3,6.9,53.6,23.0,23.4,27.4,20.0,69.0,21.3,SW,1003.0,22.3,7.3,Low,No,WS_8995,IMD
Kohima Rural,Nagaland,2023-03-25,Winter,3,2.5,18.8,78.9,23.1,25.4,17.1,64.3,4.7,S,1002.0,21.9,3.5,Medium,Mild,WS_9725,IMD
Pasighat Rural,Arunachal Pradesh,2023-03-25,Winter,3,0.7,5.5,17.7,20.6,28.5,15.5,68.7,7.6,SW,1015.2,17.5,4.3,Medium,No,WS_9156,Satellite
Wokha Rural,Nagaland,2023-03-25,Winter,3,1.2,9.1,15.3,16.0,20.3,10.9,64.0,16.7,SW,1006.6,29.4,2.9,Medium,Mild,WS_1138,Local Station
Nagaon Rural,Assam,2023-03-25,Winter,3,10.3,84.0,73.0,24.0,29.6,19.5,53.0,12.5,S,1015.1,21.1,4.9,Low,No,WS_5232,IMD
Aizawl Rural,Mizoram,2023-03-25,Winter,3,10.0,62.2,70.1,17.2,24.2,13.6,65.8,11.2,E,1014.8,27.1,10.5,Low,Mild,WS_5886,IMD
Pasighat Rural,Arunachal Pradesh,2023-03-25,Winter,3,11.2,85.7,29.5,22.9,30.3,17.7,53.6,17.3,NW,1004.0,23.0,8.3,Medium,Mild,WS_2142,Local Station
Wokha Rural,Nagaland,2023-03-25,Winter,3,1.4,11.4,59.0,12.8,18.9,9.9,71.8,8.0,NE,1016.3,19.8,9.3,High,Mild,WS_5241,Local Station
Singtam Village,Sikkim,2023-03-26,Winter,3,0.6,4.5,73.9,21.0,26.2,17.3,64.5,9.7,NE,1004.4,23.3,6.8,Low,Moderate,WS_5585,IMD
Nongpoh Village,Meghalaya,2023-03-26,Winter,3,0.3,1.7,73.7,16.7,19.3,11.7,66.4,3.0,W,1014.7,26.4,9.5,Medium,No,WS_9240,IMD
Aizawl Rural,Mizoram,2023-03-26,Winter,3,1.2,9.7,77.6,16.1,22.3,11.3,69.9,4.9,W,1003.6,25.5,9.7,Low,Mild,WS_1980,Local Station
Kailashahar Village,Tripura,2023-03-26,Winter,3,4.4,33.2,33.6,23.2,30.6,20.2,71.4,20.1,W,1004.1,23.4,6.4,Low,Mild,WS_7526,IMD
Baghmara Rural,Meghalaya,2023-03-26,Winter,3,0.9,5.1,69.3,12.4,18.8,10.0,58.9,24.1,E,1016.6,17.0,5.5,Low,No,WS_6110,IMD
Rangpo Rural,Sikkim,2023-03-26,Winter,3,4.5,35.0,63.1,24.5,28.1,19.2,72.8,8.6,N,1006.0,16.3,5.8,Medium,No,WS_3671,Local Station
Teliamura Rural,Tripura,2023-03-26,Winter,3,0.7,5.7,39.2,22.6,24.7,20.5,55.3,9.1,NE,1009.9,26.2,3.6,Medium,No,WS_2146,IMD
Gangtok Rural,Sikkim,2023-03-27,Winter,3,1.2,7.8,25.0,19.7,24.8,16.3,73.0,3.3,E,1017.7,18.1,2.8,Medium,Moderate,WS_6938,Satellite
Khowai Village,Tripura,2023-03-27,Winter,3,1.9,10.8,38.2,17.9,20.8,14.5,55.9,18.7,S,1006.1,23.6,3.3,Low,No,WS_9258,Satellite
Khowai Village,Tripura,2023-03-27,Winter,3,4.1,23.8,42.6,20.9,24.0,15.2,60.6,3.8,NW,1005.5,22.7,10.2,Low,Mild,WS_2935,IMD
Gyalshing Rural,Sikkim,2023-03-27,Winter,3,0.5,3.1,46.5,16.8,24.0,11.0,69.0,4.4,N,1018.0,27.2,5.8,Low,No,WS_9905,IMD
Pakyong Village,Sikkim,2023-03-27,Winter,3,1.6,11.7,77.4,20.2,25.4,15.3,57.4,16.4,SW,1001.8,20.0,3.7,Low,No,WS_2484,IMD
Champhai Rural,Mizoram,2023-03-27,Winter,3,0.6,3.8,63.2,15.1,18.4,9.6,69.5,9.7,W,1003.3,17.1,10.2,Medium,No,WS_9365,Satellite
Bomdila Rural,Arunachal Pradesh,2023-03-27,Winter,3,6.6,41.9,71.8,12.7,17.2,8.4,69.0,10.5,NE,1003.8,21.5,3.2,Low,Moderate,WS_8476,IMD
Itanagar Rural,Arunachal Pradesh,2023-03-28,Winter,3,2.1,16.9,37.3,12.7,17.5,7.2,70.5,9.8,SE,1001.2,15.8,2.9,Low,No,WS_3565,IMD
Khliehriat Village,Meghalaya,2023-03-28,Winter,3,0.0,0.0,51.0,12.2,17.9,9.7,66.2,2.7,N,1011.3,15.9,10.5,Low,No,WS_6818,Local Station
Udaipur Village,Tripura,2023-03-28,Winter,3,1.1,7.0,12.4,20.3,22.4,16.7,73.3,20.9,SE,1006.9,16.7,7.4,Medium,Moderate,WS_4900,Satellite
Lawngtlai Village,Mizoram,2023-03-28,Winter,3,1.7,10.2,68.0,24.6,32.4,20.2,56.2,7.8,NE,1004.4,28.5,8.8,Low,No,WS_1122,IMD
Wokha Rural,Nagaland,2023-03-28,Winter,3,2.7,16.3,68.0,19.5,22.7,14.6,54.8,21.4,NW,1003.7,21.9,2.9,Low,Mild,WS_4129,Local Station
Amarpur Village,Tripura,2023-03-28,Winter,3,2.6,20.7,77.6,20.9,24.9,16.7,54.7,24.5,W,1001.4,28.9,6.5,Low,Mild,WS_3970,IMD
Gangtok Rural,Sikkim,2023-03-28,Winter,3,0.2,1.3,37.0,18.8,21.6,13.8,70.9,17.1,W,1018.8,22.8,3.1,Medium,Mild,WS_1990,Local Station
Bishnupur Rural,Manipur,2023-03-29,Winter,3,1.3,8.2,71.8,17.4,19.7,14.9,53.5,5.6,SW,1002.3,26.2,11.6,Medium,No,WS_9919,IMD
Teliamura Rural,Tripura,2023-03-29,Winter,3,5.6,44.4,20.7,15.2,17.6,9.4,65.9,10.0,NW,1000.9,26.4,7.5,High,No,WS_8563,IMD
Itanagar Rural,Arunachal Pradesh,2023-03-29,Winter,3,4.3,25.1,20.1,20.7,25.3,17.8,58.1,3.7,E,1013.0,23.7,11.3,High,No,WS_8779,IMD
Kiphire Village,Nagaland,2023-03-29,Winter,3,2.2,14.7,63.3,23.8,30.5,18.5,61.9,22.1,W,1019.7,24.1,7.6,Low,No,WS_3448,Local Station
Saitual Rural,Mizoram,2023-03-29,Winter,3,4.2,24.4,20.7,23.0,29.4,19.9,60.2,10.6,S,1013.0,15.6,5.4,Low,No,WS_2867,IMD
Tamenglong Rural,Manipur,2023-03-29,Winter,3,2.5,17.6,37.6,14.1,17.0,9.8,63.8,11.9,SW,1010.1,22.1,4.7,Medium,No,WS_2342,Local Station
Tura Village,Meghalaya,2023-03-29,Winter,3,0.1,0.8,77.2,19.5,23.5,16.9,60.8,24.1,SW,1010.1,24.0,7.1,Medium,No,WS_8259,IMD
Tezpur Village,Arunachal Pradesh,2023-03-30,Winter,3,0.3,2.0,74.5,16.0,18.5,11.0,74.1,16.3,SE,1006.2,19.6,11.0,Low,No,WS_1153,Local Station
Lunglei Village,Mizoram,2023-03-30,Winter,3,1.9,14.9,38.8,13.6,15.6,11.3,63.9,20.8,NE,1000.6,25.6,3.3,Low,Mild,WS_2153,Local Station
Mokokchung Rural,Nagaland,2023-03-30,Winter,3,2.4,14.3,68.8,14.5,19.4,11.6,72.3,19.4,N,1007.0,17.6,6.4,Medium,No,WS_5192,IMD
Tamenglong Rural,Manipur,2023-03-30,Winter,3,0.2,1.5,23.6,13.4,16.9,9.1,62.3,9.2,W,1009.9,16.2,7.9,Low,Mild,WS_3279,Satellite
Ziro Village,Arunachal Pradesh,2023-03-30,Winter,3,0.3,1.7,51.9,22.1,25.6,18.0,67.3,22.3,SE,1001.2,29.8,10.8,Medium,Mild,WS_1322,IMD
Saitual Rural,Mizoram,2023-03-30,Winter,3,3.6,27.1,67.3,16.7,21.3,11.5,61.9,23.6,SE,1003.0,23.7,10.1,Low,No,WS_6450,IMD
Zunheboto Village,Nagaland,2023-03-30,Winter,3,3.2,22.2,15.1,20.7,23.6,15.1,52.1,21.9,E,1006.6,18.5,6.3,Low,No,WS_5706,Local Station
Udaipur Village,Tripura,2023-03-31,Winter,3,0.4,2.6,52.7,18.3,25.2,15.7,52.8,5.0,SW,1002.4,18.2,3.0,Medium,No,WS_6257,IMD
Teliamura Rural,Tripura,2023-03-31,Winter,3,2.2,18.1,53.9,22.3,27.0,19.7,50.6,23.5,S,1014.3,29.2,4.6,Low,No,WS_4134,IMD
Saitual Rural,Mizoram,2023-03-31,Winter,3,2.3,17.9,71.1,22.7,26.1,17.7,72.0,21.4,NW,1007.6,15.2,11.9,Low,No,WS_4747,IMD
Pakyong Village,Sikkim,2023-03-31,Winter,3,1.6,13.3,47.2,22.4,25.4,16.6,69.1,7.9,S,1010.8,17.2,4.3,Low,No,WS_8288,IMD
Kiphire Village,Nagaland,2023-03-31,Winter,3,0.6,4.1,52.4,14.9,17.2,9.8,68.6,12.6,W,1016.0,28.9,4.4,Low,No,WS_8855,IMD
Bishnupur Rural,Manipur,2023-03-31,Winter,3,2.4,14.7,73.2,24.2,26.6,20.3,67.2,11.9,NE,1010.5,25.9,5.0,Low,No,WS_1960,IMD
Bomdila Rural,Arunachal Pradesh,2023-03-31,Winter,3,0.2,1.4,15.8,16.7,21.5,14.4,65.2,12.9,SW,1014.4,16.8,5.4,Medium,No,WS_7727,IMD
Barpeta Village,Assam,2023-04-01,Pre-Monsoon,4,7.0,42.2,104.1,30.8,33.2,26.3,78.8,19.3,W,1006.4,22.9,9.0,High,No,WS_5403,Satellite
Gyalshing Rural,Sikkim,2023-04-01,Pre-Monsoon,4,2.5,16.1,233.3,30.0,36.6,26.3,73.1,10.1,NE,1019.8,23.3,9.1,Low,No,WS_7853,Satellite
Resubelpara Rural,Meghalaya,2023-04-01,Pre-Monsoon,4,32.3,208.9,171.1,33.5,40.4,30.8,75.2,18.1,E,1006.4,20.9,11.5,High,No,WS_3645,Satellite
Tawang Rural,Arunachal Pradesh,2023-04-01,Pre-Monsoon,4,18.9,109.3,117.7,29.6,33.0,24.8,74.7,14.9,E,1011.5,21.5,10.4,Low,No,WS_8179,Local Station
Tezpur Village,Arunachal Pradesh,2023-04-01,Pre-Monsoon,4,10.7,82.0,102.9,28.8,32.8,23.9,62.4,16.4,W,1014.3,15.3,11.4,Low,Mild,WS_4896,IMD
Silchar Village,Assam,2023-04-01,Pre-Monsoon,4,8.2,55.5,230.1,36.9,43.6,31.5,68.0,10.9,S,1003.2,19.9,10.0,High,No,WS_2769,IMD
Thoubal Village,Manipur,2023-04-01,Pre-Monsoon,4,10.1,74.3,215.0,28.4,33.4,23.4,66.9,9.3,S,1012.1,20.3,3.4,Low,No,WS_7620,Local Station
Itanagar Rural,Arunachal Pradesh,2023-04-02,Pre-Monsoon,4,7.1,56.5,203.5,31.7,34.3,28.1,65.4,11.2,NW,1001.7,18.8,5.4,Low,No,WS_2661,Satellite
Kailashahar Village,Tripura,2023-04-02,Pre-Monsoon,4,43.2,308.9,203.2,26.3,30.7,20.4,70.7,9.7,S,1006.4,16.3,8.9,Low,No,WS_4212,Satellite
Jiribam Village,Manipur,2023-04-02,Pre-Monsoon,4,13.2,93.9,123.5,29.8,36.6,24.3,74.1,11.5,SW,1013.7,28.0,9.2,Low,No,WS_6050,IMD
Williamnagar Village,Meghalaya,2023-04-02,Pre-Monsoon,4,18.7,130.1,248.5,27.7,35.5,24.3,65.8,4.1,NW,1019.8,24.3,4.7,Medium,No,WS_1589,Local Station
Nagaon Rural,Assam,2023-04-02,Pre-Monsoon,4,10.2,63.1,215.9,34.8,42.2,29.1,60.9,19.9,N,1017.9,24.5,10.7,Low,No,WS_7276,IMD
Champhai Rural,Mizoram,2023-04-02,Pre-Monsoon,4,4.1,29.6,207.4,30.1,38.0,26.5,64.3,21.4,E,1018.4,29.9,5.6,Medium,Moderate,WS_7276,Local Station
Singtam Village,Sikkim,2023-04-02,Pre-Monsoon,4,47.9,316.7,247.1,36.3,39.6,30.6,79.9,14.7,N,1004.4,19.2,9.9,High,No,WS_6278,IMD
Champhai Rural,Mizoram,2023-04-03,Pre-Monsoon,4,4.0,27.9,110.4,36.1,43.1,32.0,66.5,14.9,S,1015.1,23.1,6.4,Low,Moderate,WS_3855,IMD
Mangan Village,Sikkim,2023-04-03,Pre-Monsoon,4,4.6,34.1,102.6,27.6,35.2,24.6,62.4,20.3,NW,1010.3,19.3,11.2,Low,Mild,WS_7212,Satellite
Dharmanagar Rural,Tripura,2023-04-03,Pre-Monsoon,4,18.0,124.4,163.6,27.8,32.2,23.6,61.4,8.3,E,1017.3,30.0,6.2,Low,Moderate,WS_4156,IMD
Dimapur Village,Nagaland,2023-04-03,Pre-Monsoon,4,17.4,127.5,188.0,28.1,31.1,22.6,65.4,16.7,E,1007.8,21.2,8.8,Medium,Mild,WS_5173,IMD
Silchar Village,Assam,2023-04-03,Pre-Monsoon,4,47.6,305.8,153.0,32.7,38.8,29.5,66.3,9.2,E,1016.0,15.5,2.3,Low,No,WS_4772,Local Station
Pakyong Village,Sikkim,2023-04-03,Pre-Monsoon,4,12.3,91.1,196.6,27.3,30.4,24.2,72.3,20.6,E,1002.8,19.2,9.9,Low,No,WS_3302,Local Station
Hnahthial Village,Mizoram,2023-04-03,Pre-Monsoon,4,3.1,17.6,139.6,27.4,32.1,21.7,76.8,9.5,N,1013.7,24.7,2.6,Low,Severe,WS_8102,Satellite
Champhai Rural,Mizoram,2023-04-04,Pre-Monsoon,4,7.5,56.0,115.7,32.4,36.5,26.9,77.4,5.7,NW,1019.4,19.4,7.7,Low,No,WS_2388,IMD
Namchi Village,Sikkim,2023-04-04,Pre-Monsoon,4,6.1,39.5,205.0,32.4,40.3,26.8,65.8,23.2,S,1014.4,19.5,10.6,Low,Mild,WS_7570,Satellite
Dharmanagar Rural,Tripura,2023-04-04,Pre-Monsoon,4,26.7,165.4,194.5,32.2,35.0,26.3,66.8,22.7,SE,1012.1,16.0,8.7,Medium,No,WS_6517,IMD
Hnahthial Village,Mizoram,2023-04-04,Pre-Monsoon,4,19.2,149.4,227.7,37.4,44.5,32.2,79.5,24.4,N,1017.5,20.9,11.9,Medium,Mild,WS_7311,Local Station
Shillong Rural,Meghalaya,2023-04-04,Pre-Monsoon,4,14.3,80.5,146.7,28.5,35.7,24.4,71.8,10.1,NW,1001.1,29.4,11.0,Low,Moderate,WS_1245,Local Station
Nagaon Rural,Assam,2023-04-04,Pre-Monsoon,4,13.1,89.9,245.6,29.7,37.4,26.2,69.0,24.7,NE,1002.0,19.4,5.9,Low,Mild,WS_3131,IMD
Rangpo Rural,Sikkim,2023-04-04,Pre-Monsoon,4,2.2,13.7,150.7,26.8,32.5,24.3,71.3,23.9,N,1010.0,21.7,3.9,Medium,No,WS_9613,IMD
Resubelpara Rural,Meghalaya,2023-04-05,Pre-Monsoon,4,6.3,51.9,235.0,29.1,36.7,24.3,76.8,15.5,NE,1008.1,27.2,9.9,Medium,No,WS_8396,Satellite
Dimapur Village,Nagaland,2023-04-05,Pre-Monsoon,4,11.7,98.1,153.3,25.5,30.9,23.0,75.6,3.6,SW,1008.4,27.3,3.0,Medium,No,WS_7900,Local Station
Karimganj Village,Assam,2023-04-05,Pre-Monsoon,4,14.2,86.2,208.4,31.3,36.2,27.1,67.1,23.8,SE,1008.3,25.4,10.4,Low,No,WS_1920,Local Station
Gangtok Rural,Sikkim,2023-04-05,Pre-Monsoon,4,3.6,21.7,205.0,27.9,30.9,23.0,66.8,15.1,NW,1001.2,18.1,10.8,High,No,WS_4868,IMD
Phek Rural,Nagaland,2023-04-05,Pre-Monsoon,4,16.1,94.8,202.8,29.7,34.7,26.9,76.6,2.1,NW,1003.3,22.5,10.8,Medium,No,WS_4720,IMD
Barpeta Village,Assam,2023-04-05,Pre-Monsoon,4,7.6,46.0,152.5,32.0,36.3,26.3,60.2,24.9,N,1018.8,22.0,3.5,Low,No,WS_9323,IMD
Roing Village,Arunachal Pradesh,2023-04-05,Pre-Monsoon,4,4.7,32.3,242.8,35.8,42.2,32.6,78.3,5.6,N,1012.4,19.6,10.2,Low,No,WS_4775,Satellite
Naharlagun Village,Arunachal Pradesh,2023-04-06,Pre-Monsoon,4,20.2,124.2,245.4,36.9,41.0,34.2,73.1,14.1,SW,1008.0,16.4,11.3,Low,No,WS_9403,Satellite
Jowai Rural,Meghalaya,2023-04-06,Pre-Monsoon,4,20.4,132.2,189.2,25.9,33.5,22.6,77.9,8.6,W,1009.8,20.9,7.8,Low,No,WS_1776,Local Station
Dimapur Village,Nagaland,2023-04-06,Pre-Monsoon,4,5.5,33.0,222.6,33.5,38.9,28.9,76.9,10.4,SW,1002.3,20.6,6.9,Medium,Moderate,WS_3698,IMD
Ukhrul Village,Manipur,2023-04-06,Pre-Monsoon,4,6.9,53.4,210.6,29.2,33.6,27.2,78.7,18.3,SW,1019.8,24.1,6.6,Low,No,WS_5818,Local Station
Ziro Village,Arunachal Pradesh,2023-04-06,Pre-Monsoon,4,11.1,74.5,115.5,28.4,31.6,24.7,62.7,3.8,N,1003.1,22.8,9.6,Low,No,WS_8125,Local Station
Churachandpur Village,Manipur,2023-04-06,Pre-Monsoon,4,20.1,158.9,177.8,31.1,34.2,27.7,72.8,21.3,S,1000.7,19.9,9.5,High,No,WS_1938,Local Station
