village,state,date,outbreak,outbreak_type,risk_level,risk_score,total_diarrhea_cases,total_fever_cases,total_vomiting_cases,total_affected_population,water_contaminated,flooding_occurred,high_rainfall_event,outbreak_duration_days,cases_hospitalized,cases_recovered,intervention_needed,alert_level,reported_by,verification_status
Jorhat Village,Assam,2023-04-02,0,None,Low,5.5,2,1,0,6,0,0,0,0,0,0,0,Yellow,District Health Office,Under Investigation
Jowai Rural,Meghalaya,2023-04-02,0,None,Low,9.9,3,1,2,7,0,0,0,0,0,0,0,Green,ASHA Worker,Under Investigation
Imphal Rural,Manipur,2023-04-03,0,None,Medium,24.9,3,1,2,11,1,0,0,0,0,0,0,Green,Clinic,Verified
Singtam Village,Sikkim,2023-04-03,0,None,Medium,26.4,3,2,2,13,1,0,0,0,0,0,1,Red,Clinic,Verified
Saitual Rural,Mizoram,2023-04-03,0,None,Medium,29.1,2,1,3,12,0,1,0,0,0,0,1,Yellow,Clinic,Verified
Barpeta Village,Assam,2023-04-03,0,None,Medium,16.7,2,1,1,9,0,0,1,0,0,0,0,Orange,ASHA Worker,Verified
Tura Village,Meghalaya,2023-04-03,0,None,Low,5.9,1,1,2,9,0,0,0,0,0,0,0,Orange,District Health Office,Verified
Namchi Village,Sikkim,2023-04-03,1,Water-borne,High,38.0,7,6,0,29,1,0,0,1,1,6,1,Orange,District Health Office,Pending
Itanagar Rural,Arunachal Pradesh,2023-04-03,0,None,Low,11.7,3,3,1,9,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Saitual Rural,Mizoram,2023-04-04,0,None,High,36.1,5,5,3,28,1,0,0,0,0,0,1,Green,District Health Office,Verified
Saitual Rural,Mizoram,2023-04-04,0,None,Medium,18.7,8,1,1,24,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Kailashahar Village,Tripura,2023-04-04,0,None,Low,4.7,1,1,1,5,0,0,0,0,0,0,0,Green,ASHA Worker,Pending
Pasighat Rural,Arunachal Pradesh,2023-04-04,0,None,High,33.4,4,2,2,13,0,1,0,0,0,0,1,Yellow,ASHA Worker,Verified
Baghmara Rural,Meghalaya,2023-04-04,0,None,Low,12.4,2,4,2,18,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Khowai Village,Tripura,2023-04-04,0,None,High,35.3,4,5,4,20,1,0,0,0,0,0,1,Red,ASHA Worker,Under Investigation
Nagaon Rural,Assam,2023-04-04,0,None,Medium,15.6,3,4,3,20,0,0,0,0,0,0,0,Yellow,District Health Office,Verified
Gangtok Rural,Sikkim,2023-04-05,0,None,Medium,17.7,1,3,1,11,0,0,1,0,0,0,0,Yellow,ASHA Worker,Verified
Guwahati Rural,Assam,2023-04-05,0,None,Medium,26.5,5,1,0,14,1,0,0,0,0,0,1,Yellow,Community Leader,Verified
Mokokchung Rural,Nagaland,2023-04-05,0,None,Low,7.0,2,2,0,7,0,0,0,0,0,0,0,Green,District Health Office,Verified
Wokha Rural,Nagaland,2023-04-05,0,None,Low,9.5,1,5,0,11,0,0,0,0,0,0,0,Green,Community Leader,Verified
Imphal Rural,Manipur,2023-04-05,0,None,Medium,23.2,1,0,1,4,0,1,0,0,0,0,0,Orange,ASHA Worker,Verified
Phek Rural,Nagaland,2023-04-05,0,None,Medium,29.7,3,5,1,15,1,0,0,0,0,0,1,Green,ASHA Worker,Pending
Bomdila Rural,Arunachal Pradesh,2023-04-05,0,None,Low,10.4,1,4,2,11,0,0,0,0,0,0,0,Orange,ASHA Worker,Verified
Tawang Rural,Arunachal Pradesh,2023-04-06,0,None,Medium,24.9,4,3,2,22,0,0,1,0,0,0,0,Green,Clinic,Pending
Rangpo Rural,Sikkim,2023-04-06,0,None,Low,14.4,3,4,2,17,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Barpeta Village,Assam,2023-04-06,0,None,Low,11.2,2,4,1,16,0,0,0,0,0,0,0,Yellow,Community Leader,Verified
Bomdila Rural,Arunachal Pradesh,2023-04-06,0,None,High,31.4,4,4,2,18,1,0,0,0,0,0,1,Red,Clinic,Pending
Imphal Rural,Manipur,2023-04-06,0,None,Medium,16.7,4,5,1,18,0,0,0,0,0,0,0,Green,Community Leader,Verified
Zunheboto Village,Nagaland,2023-04-06,0,None,Low,12.0,1,0,0,1,0,0,1,0,0,0,0,Green,ASHA Worker,Under Investigation
Ziro Village,Arunachal Pradesh,2023-04-06,0,None,Medium,25.0,2,4,0,12,1,0,0,0,0,0,1,Yellow,Clinic,Under Investigation
Pakyong Village,Sikkim,2023-04-07,0,None,Medium,16.2,6,2,1,13,0,0,0,0,0,0,0,Green,Clinic,Verified
Agartala Rural,Tripura,2023-04-07,0,None,Low,7.4,1,2,2,9,0,0,0,0,0,0,0,Red,Clinic,Verified
Jorethang Rural,Sikkim,2023-04-07,0,None,High,31.7,4,5,1,22,1,0,0,0,0,0,1,Yellow,Clinic,Under Investigation
Kailashahar Village,Tripura,2023-04-07,0,None,Medium,20.1,3,7,3,23,0,0,0,0,0,0,0,Yellow,District Health Office,Verified
Aizawl Rural,Mizoram,2023-04-07,0,None,Medium,15.9,6,1,2,16,0,0,0,0,0,0,0,Yellow,District Health Office,Verified
Pasighat Rural,Arunachal Pradesh,2023-04-07,0,None,Medium,26.8,2,2,4,16,1,0,0,0,0,0,1,Green,District Health Office,Verified
Lawngtlai Village,Mizoram,2023-04-07,0,None,Medium,17.3,4,3,4,22,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Phek Rural,Nagaland,2023-04-08,0,None,Low,11.4,3,2,2,9,0,0,0,0,0,0,0,Orange,District Health Office,Pending
Pasighat Rural,Arunachal Pradesh,2023-04-08,0,None,Low,12.0,3,4,0,15,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Tamenglong Rural,Manipur,2023-04-08,0,None,Medium,27.7,5,1,1,8,1,0,0,0,0,0,1,Green,ASHA Worker,Verified
Belonia Rural,Tripura,2023-04-08,0,None,High,41.5,1,3,0,5,1,1,0,0,0,0,1,Red,ASHA Worker,Verified
Jorhat Village,Assam,2023-04-08,0,None,High,34.2,1,4,1,8,1,0,1,0,0,0,1,Green,Clinic,Verified
Ziro Village,Arunachal Pradesh,2023-04-08,0,None,Low,13.5,6,1,0,16,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Kailashahar Village,Tripura,2023-04-08,0,None,Medium,15.0,1,2,0,4,0,0,1,0,0,0,0,Yellow,Clinic,Pending
Guwahati Rural,Assam,2023-04-09,0,None,Low,5.9,1,1,2,8,0,0,0,0,0,0,0,Orange,Clinic,Under Investigation
Pasighat Rural,Arunachal Pradesh,2023-04-09,0,None,Low,8.0,1,4,0,6,0,0,0,0,0,0,0,Green,ASHA Worker,Pending
Thoubal Village,Manipur,2023-04-09,0,None,High,33.2,2,2,1,10,1,0,1,0,0,0,1,Yellow,Clinic,Under Investigation
Bishnupur Rural,Manipur,2023-04-09,0,None,Low,9.6,0,4,3,13,0,0,0,0,0,0,0,Green,Clinic,Verified
Mokokchung Rural,Nagaland,2023-04-09,0,None,Low,11.4,3,2,2,9,0,0,0,0,0,0,0,Yellow,Clinic,Under Investigation
Rangpo Rural,Sikkim,2023-04-09,0,None,Medium,21.8,4,6,4,31,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Pakyong Village,Sikkim,2023-04-09,0,None,Low,7.6,2,0,3,10,0,0,0,0,0,0,0,Orange,ASHA Worker,Under Investigation
Phek Rural,Nagaland,2023-04-10,0,None,High,33.5,2,3,0,6,1,0,1,0,0,0,1,Orange,Clinic,Verified
Ukhrul Village,Manipur,2023-04-10,0,None,Low,4.7,1,1,1,6,0,0,0,0,0,0,0,Green,District Health Office,Verified
Resubelpara Rural,Meghalaya,2023-04-10,0,None,Low,14.0,1,4,5,22,0,0,0,0,0,0,0,Red,Community Leader,Pending
Jorhat Village,Assam,2023-04-10,0,None,Medium,24.2,7,6,1,23,0,0,0,0,0,0,0,Green,Community Leader,Pending
Jowai Rural,Meghalaya,2023-04-10,0,None,High,31.1,4,3,3,18,1,0,0,0,0,0,1,Yellow,Community Leader,Verified
Dimapur Village,Nagaland,2023-04-10,0,None,Medium,28.9,6,3,2,25,0,0,1,0,0,0,1,Yellow,ASHA Worker,Verified
Williamnagar Village,Meghalaya,2023-04-10,0,None,Low,12.2,4,2,1,16,0,0,0,0,0,0,0,Green,District Health Office,Verified
Phek Rural,Nagaland,2023-04-11,0,None,Medium,16.0,5,0,5,15,0,0,0,0,0,0,0,Red,ASHA Worker,Verified
Guwahati Rural,Assam,2023-04-11,0,None,Medium,17.9,7,1,2,13,0,0,0,0,0,0,0,Yellow,ASHA Worker,Under Investigation
Jorhat Village,Assam,2023-04-11,0,None,Low,7.9,2,1,2,8,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Rangpo Rural,Sikkim,2023-04-11,0,None,Medium,29.0,4,4,0,16,1,0,0,0,0,0,1,Yellow,District Health Office,Verified
Pakyong Village,Sikkim,2023-04-11,0,None,Medium,22.2,4,2,1,12,0,0,1,0,0,0,0,Yellow,ASHA Worker,Verified
Churachandpur Village,Manipur,2023-04-11,0,None,Low,14.4,1,0,2,6,0,0,1,0,0,0,0,Green,District Health Office,Verified
Jowai Rural,Meghalaya,2023-04-11,0,None,Medium,20.7,4,1,1,7,0,0,1,0,0,0,0,Orange,ASHA Worker,Verified
Amarpur Village,Tripura,2023-04-12,0,None,Low,9.7,2,3,1,8,0,0,0,0,0,0,0,Green,Clinic,Pending
Dibrugarh Rural,Assam,2023-04-12,0,None,Low,9.0,3,2,0,11,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Gyalshing Rural,Sikkim,2023-04-12,0,None,Medium,18.9,1,3,2,9,0,0,1,0,0,0,0,Green,ASHA Worker,Verified
Bomdila Rural,Arunachal Pradesh,2023-04-12,0,None,Medium,25.1,2,5,3,21,0,0,1,0,0,0,1,Orange,ASHA Worker,Verified
Tamenglong Rural,Manipur,2023-04-12,0,None,Medium,29.7,2,3,1,8,0,1,0,0,0,0,1,Yellow,ASHA Worker,Verified
Jowai Rural,Meghalaya,2023-04-12,0,None,Low,9.1,2,1,3,14,0,0,0,0,0,0,0,Orange,District Health Office,Under Investigation
Jowai Rural,Meghalaya,2023-04-12,0,None,Medium,28.6,5,0,3,10,1,0,0,0,0,0,1,Orange,Clinic,Verified
Silchar Village,Assam,2023-04-13,0,None,Medium,20.2,2,0,1,7,1,0,0,0,0,0,0,Yellow,Clinic,Verified
Tuensang Village,Nagaland,2023-04-13,0,None,Medium,15.4,0,2,2,5,0,0,1,0,0,0,0,Green,Clinic,Verified
Singtam Village,Sikkim,2023-04-13,0,None,Medium,22.2,4,2,1,15,0,0,1,0,0,0,0,Orange,District Health Office,Verified
Saitual Rural,Mizoram,2023-04-13,0,None,Medium,26.7,3,3,1,16,1,0,0,0,0,0,1,Orange,ASHA Worker,Verified
Teliamura Rural,Tripura,2023-04-13,0,None,High,32.7,3,7,1,16,1,0,0,0,0,0,1,Yellow,Clinic,Verified
Karimganj Village,Assam,2023-04-13,0,None,Medium,21.7,3,3,1,8,0,0,1,0,0,0,0,Red,Community Leader,Verified
Dharmanagar Rural,Tripura,2023-04-13,0,None,Medium,27.3,3,1,4,11,1,0,0,0,0,0,1,Green,Clinic,Under Investigation
Belonia Rural,Tripura,2023-04-14,0,None,Medium,29.4,3,4,2,15,1,0,0,0,0,0,1,Orange,District Health Office,Verified
Senapati Rural,Manipur,2023-04-14,0,None,Low,6.2,1,2,1,8,0,0,0,0,0,0,0,Green,Clinic,Verified
Thoubal Village,Manipur,2023-04-14,0,None,Low,13.9,2,5,2,21,0,0,0,0,0,0,0,Red,ASHA Worker,Under Investigation
Lawngtlai Village,Mizoram,2023-04-14,0,None,High,49.3,1,5,4,12,1,1,0,0,0,0,1,Red,Clinic,Verified
Zunheboto Village,Nagaland,2023-04-14,0,None,Medium,19.6,5,4,3,18,0,0,0,0,0,0,0,Green,Clinic,Verified
Kohima Rural,Nagaland,2023-04-14,0,None,High,33.2,2,2,1,9,1,0,1,0,0,0,1,Green,District Health Office,Verified
Nagaon Rural,Assam,2023-04-14,0,None,Medium,19.7,1,1,1,6,1,0,0,0,0,0,0,Yellow,Clinic,Under Investigation
Wokha Rural,Nagaland,2023-04-15,0,None,Medium,27.1,1,1,3,10,0,1,0,0,0,0,1,Green,Clinic,Verified
Belonia Rural,Tripura,2023-04-15,0,None,Medium,23.5,2,3,0,11,1,0,0,0,0,0,0,Orange,Community Leader,Verified
Singtam Village,Sikkim,2023-04-15,0,None,High,31.9,5,3,2,20,1,0,0,0,0,0,1,Green,District Health Office,Verified
Churachandpur Village,Manipur,2023-04-15,0,None,Low,7.4,1,2,2,9,0,0,0,0,0,0,0,Orange,District Health Office,Verified
Tura Village,Meghalaya,2023-04-15,0,None,Low,3.5,1,1,0,2,0,0,0,0,0,0,0,Yellow,Community Leader,Verified
Churachandpur Village,Manipur,2023-04-15,0,None,Low,14.0,4,4,0,16,0,0,0,0,0,0,0,Green,District Health Office,Verified
Jiribam Village,Manipur,2023-04-15,0,None,Medium,29.9,4,3,2,20,1,0,0,0,0,0,1,Green,Clinic,Verified
Kiphire Village,Nagaland,2023-04-16,0,None,Medium,26.1,3,1,3,10,1,0,0,0,0,0,1,Green,District Health Office,Under Investigation
Khliehriat Village,Meghalaya,2023-04-16,0,None,Low,10.5,3,3,0,10,0,0,0,0,0,0,0,Orange,ASHA Worker,Under Investigation
Rangpo Rural,Sikkim,2023-04-16,0,None,Low,9.0,3,2,0,8,0,0,0,0,0,0,0,Green,ASHA Worker,Under Investigation
Serchhip Village,Mizoram,2023-04-16,0,None,Medium,22.1,2,3,3,17,0,0,1,0,0,0,0,Orange,Clinic,Verified
Mokokchung Rural,Nagaland,2023-04-16,0,None,Low,10.0,2,4,0,11,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Gyalshing Rural,Sikkim,2023-04-16,0,None,Medium,15.5,2,1,0,3,0,0,1,0,0,0,0,Orange,District Health Office,Verified
Silchar Village,Assam,2023-04-16,0,None,Low,6.2,1,2,1,6,0,0,0,0,0,0,0,Green,ASHA Worker,Under Investigation
Pasighat Rural,Arunachal Pradesh,2023-04-17,0,None,Medium,17.5,3,1,0,8,0,0,1,0,0,0,0,Yellow,District Health Office,Verified
Khliehriat Village,Meghalaya,2023-04-17,0,None,High,33.8,4,4,4,14,1,0,0,0,0,0,1,Green,ASHA Worker,Verified
Agartala Rural,Tripura,2023-04-17,0,None,Low,5.2,2,0,1,5,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Jorhat Village,Assam,2023-04-17,0,None,Low,9.0,3,2,0,10,0,0,0,0,0,0,0,Orange,Clinic,Verified
Tezpur Village,Arunachal Pradesh,2023-04-17,0,None,Medium,24.7,2,3,1,14,1,0,0,0,0,0,0,Orange,Clinic,Verified
Dibrugarh Rural,Assam,2023-04-17,0,None,Low,8.1,0,3,3,13,0,0,0,0,0,0,0,Orange,District Health Office,Verified
Kailashahar Village,Tripura,2023-04-17,0,None,Medium,18.6,1,2,3,12,0,0,1,0,0,0,0,Green,ASHA Worker,Verified
Nagaon Rural,Assam,2023-04-18,0,None,High,43.9,1,3,2,9,1,1,0,0,0,0,1,Green,ASHA Worker,Under Investigation
Lawngtlai Village,Mizoram,2023-04-18,0,None,Medium,27.1,2,3,3,12,1,0,0,0,0,0,1,Orange,ASHA Worker,Verified
Senapati Rural,Manipur,2023-04-18,0,None,Medium,18.6,3,6,3,14,0,0,0,0,0,0,0,Orange,ASHA Worker,Verified
Lawngtlai Village,Mizoram,2023-04-18,0,None,High,35.7,4,1,1,10,1,0,1,0,0,0,1,Yellow,Clinic,Under Investigation
Kolasib Rural,Mizoram,2023-04-18,0,None,Medium,25.0,3,6,0,20,0,0,1,0,0,0,1,Green,ASHA Worker,Verified
Guwahati Rural,Assam,2023-04-18,0,None,Medium,25.9,3,5,2,13,0,0,1,0,0,0,1,Yellow,District Health Office,Verified
Tura Village,Meghalaya,2023-04-18,0,None,Medium,17.2,3,0,1,8,0,0,1,0,0,0,0,Green,District Health Office,Verified
Roing Village,Arunachal Pradesh,2023-04-19,0,None,Low,8.7,3,1,1,9,0,0,0,0,0,0,0,Yellow,District Health Office,Pending
Jorethang Rural,Sikkim,2023-04-19,0,None,Low,6.4,2,0,2,6,0,0,0,0,0,0,0,Green,Community Leader,Verified
Resubelpara Rural,Meghalaya,2023-04-19,0,None,Medium,22.5,3,1,0,5,1,0,0,0,0,0,0,Green,ASHA Worker,Under Investigation
Dharmanagar Rural,Tripura,2023-04-19,0,None,Medium,18.7,5,1,6,26,0,0,0,0,0,0,0,Green,Community Leader,Verified
Wokha Rural,Nagaland,2023-04-19,0,None,Medium,18.2,2,2,1,11,0,0,1,0,0,0,0,Orange,District Health Office,Verified
Zunheboto Village,Nagaland,2023-04-19,0,None,Low,10.0,2,4,0,12,0,0,0,0,0,0,0,Yellow,ASHA Worker,Under Investigation
Wokha Rural,Nagaland,2023-04-19,1,Water-borne,High,33.6,6,2,3,26,1,0,0,3,0,4,1,Yellow,Clinic,Verified
Itanagar Rural,Arunachal Pradesh,2023-04-20,0,None,Medium,25.4,5,2,2,21,0,0,1,0,0,0,1,Orange,Community Leader,Pending
Lawngtlai Village,Mizoram,2023-04-20,0,None,Low,7.5,0,5,0,10,0,0,0,0,0,0,0,Orange,ASHA Worker,Verified
Khliehriat Village,Meghalaya,2023-04-20,0,None,Low,12.2,4,2,1,15,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Hnahthial Village,Mizoram,2023-04-20,0,None,Medium,21.1,5,5,3,24,0,0,0,0,0,0,0,Green,Clinic,Verified
Shillong Rural,Meghalaya,2023-04-20,0,None,Medium,23.2,3,4,1,10,0,0,1,0,0,0,0,Yellow,Clinic,Verified
Kailashahar Village,Tripura,2023-04-20,0,None,High,31.4,0,6,2,17,0,1,0,0,0,0,1,Green,Community Leader,Verified
Jowai Rural,Meghalaya,2023-04-20,0,None,High,48.9,2,5,2,16,1,1,0,0,0,0,1,Orange,ASHA Worker,Pending
Jorethang Rural,Sikkim,2023-04-21,0,None,Medium,16.9,5,3,2,19,0,0,0,0,0,0,0,Orange,ASHA Worker,Verified
Tawang Rural,Arunachal Pradesh,2023-04-21,0,None,Low,14.1,3,3,3,11,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Imphal Rural,Manipur,2023-04-21,0,None,Medium,17.2,2,8,1,17,0,0,0,0,0,0,0,Yellow,District Health Office,Verified
Zunheboto Village,Nagaland,2023-04-21,0,None,Medium,15.3,3,3,4,19,0,0,0,0,0,0,0,Yellow,Community Leader,Verified
Gyalshing Rural,Sikkim,2023-04-21,0,None,Medium,28.9,1,3,2,10,0,1,0,0,0,0,1,Green,Clinic,Verified
Namchi Village,Sikkim,2023-04-21,0,None,Medium,27.2,1,6,1,12,1,0,0,0,0,0,1,Green,District Health Office,Verified
Kiphire Village,Nagaland,2023-04-21,0,None,Medium,18.0,1,4,0,10,0,0,1,0,0,0,0,Orange,Community Leader,Under Investigation
Senapati Rural,Manipur,2023-04-22,0,None,Medium,23.3,1,1,4,14,1,0,0,0,0,0,0,Green,Community Leader,Pending
Tezpur Village,Arunachal Pradesh,2023-04-22,0,None,High,38.7,4,3,1,15,1,0,1,0,0,0,1,Yellow,ASHA Worker,Under Investigation
Jorhat Village,Assam,2023-04-22,0,None,Medium,25.1,7,5,3,32,0,0,0,0,0,0,1,Green,ASHA Worker,Under Investigation
Bomdila Rural,Arunachal Pradesh,2023-04-22,0,None,High,39.0,4,0,5,11,1,0,1,0,0,0,1,Orange,District Health Office,Verified
Senapati Rural,Manipur,2023-04-22,0,None,Medium,24.5,1,5,0,14,1,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Churachandpur Village,Manipur,2023-04-22,0,None,Low,9.4,2,2,2,7,0,0,0,0,0,0,0,Orange,ASHA Worker,Verified
Hnahthial Village,Mizoram,2023-04-22,0,None,Medium,17.6,4,4,3,16,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Churachandpur Village,Manipur,2023-04-23,0,None,High,32.9,3,3,2,10,0,1,0,0,0,0,1,Green,Clinic,Verified
Lunglei Village,Mizoram,2023-04-23,0,None,Medium,15.7,2,3,6,17,0,0,0,0,0,0,0,Green,Community Leader,Under Investigation
Thoubal Village,Manipur,2023-04-23,0,None,Low,8.9,1,3,2,8,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Gangtok Rural,Sikkim,2023-04-23,0,None,Medium,28.6,2,4,3,13,1,0,0,0,0,0,1,Red,District Health Office,Pending
Pasighat Rural,Arunachal Pradesh,2023-04-23,0,None,High,32.6,4,4,3,15,1,0,0,0,0,0,1,Green,ASHA Worker,Pending
Champhai Rural,Mizoram,2023-04-23,0,None,Low,2.0,1,0,0,2,0,0,0,0,0,0,0,Orange,ASHA Worker,Verified
Silchar Village,Assam,2023-04-23,0,None,Medium,25.9,2,3,2,8,1,0,0,0,0,0,1,Yellow,District Health Office,Under Investigation
Bishnupur Rural,Manipur,2023-04-24,0,None,Low,10.6,2,2,3,17,0,0,0,0,0,0,0,Orange,District Health Office,Verified
Shillong Rural,Meghalaya,2023-04-24,1,Water-borne,High,42.4,6,2,2,20,1,0,1,20,1,5,1,Orange,Community Leader,Verified
Shillong Rural,Meghalaya,2023-04-24,0,None,Medium,20.4,4,0,2,14,0,0,1,0,0,0,0,Yellow,District Health Office,Verified
Churachandpur Village,Manipur,2023-04-24,0,None,Low,4.5,0,3,0,7,0,0,0,0,0,0,0,Green,District Health Office,Under Investigation
Imphal Rural,Manipur,2023-04-24,0,None,Low,10.8,3,0,4,16,0,0,0,0,0,0,0,Orange,Clinic,Verified
Jorhat Village,Assam,2023-04-24,0,None,Medium,26.0,4,2,0,13,1,0,0,0,0,0,1,Green,Clinic,Under Investigation
Roing Village,Arunachal Pradesh,2023-04-24,0,None,Low,8.5,2,3,0,8,0,0,0,0,0,0,0,Yellow,District Health Office,Verified
Tawang Rural,Arunachal Pradesh,2023-04-25,0,None,Medium,18.7,3,1,1,6,0,0,1,0,0,0,0,Red,ASHA Worker,Pending
Shillong Rural,Meghalaya,2023-04-25,0,None,Low,11.7,3,3,1,13,0,0,0,0,0,0,0,Orange,Clinic,Verified
Karimganj Village,Assam,2023-04-25,0,None,Medium,22.4,7,4,2,30,0,0,0,0,0,0,0,Orange,District Health Office,Pending
Naharlagun Village,Arunachal Pradesh,2023-04-25,0,None,Medium,16.9,5,3,2,22,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Jorhat Village,Assam,2023-04-25,0,None,Medium,26.2,2,4,1,17,1,0,0,0,0,0,1,Yellow,ASHA Worker,Verified
Tuensang Village,Nagaland,2023-04-25,0,None,Low,5.7,0,3,1,7,0,0,0,0,0,0,0,Orange,District Health Office,Verified
Teliamura Rural,Tripura,2023-04-25,0,None,Medium,23.4,3,0,2,6,1,0,0,0,0,0,0,Yellow,District Health Office,Verified
Baghmara Rural,Meghalaya,2023-04-26,0,None,Low,6.7,2,1,1,6,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Silchar Village,Assam,2023-04-26,0,None,Medium,17.4,1,2,2,10,0,0,1,0,0,0,0,Green,District Health Office,Verified
Zunheboto Village,Nagaland,2023-04-26,0,None,Medium,18.6,6,2,3,23,0,0,0,0,0,0,0,Red,District Health Office,Verified
Lunglei Village,Mizoram,2023-04-26,1,Water-borne,High,36.9,6,5,2,20,1,0,0,18,0,5,1,Yellow,Clinic,Pending
Karimganj Village,Assam,2023-04-26,0,None,Low,7.0,2,2,0,9,0,0,0,0,0,0,0,Green,Clinic,Verified
Phek Rural,Nagaland,2023-04-26,0,None,Medium,19.4,4,6,2,28,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Churachandpur Village,Manipur,2023-04-26,0,None,Medium,15.6,3,4,3,24,0,0,0,0,0,0,0,Green,Community Leader,Under Investigation
Belonia Rural,Tripura,2023-04-27,0,None,Medium,18.3,6,1,4,18,0,0,0,0,0,0,0,Yellow,District Health Office,Verified
Ziro Village,Arunachal Pradesh,2023-04-27,0,None,Low,8.9,1,3,2,10,0,0,0,0,0,0,0,Orange,ASHA Worker,Verified
Shillong Rural,Meghalaya,2023-04-27,0,None,Medium,18.7,2,5,6,32,0,0,0,0,0,0,0,Green,Clinic,Verified
Silchar Village,Assam,2023-04-27,0,None,Low,14.4,1,0,2,3,0,0,1,0,0,0,0,Green,Clinic,Pending
Karimganj Village,Assam,2023-04-27,0,None,Low,6.7,2,1,1,8,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Pasighat Rural,Arunachal Pradesh,2023-04-27,0,None,Medium,22.2,4,2,1,12,0,0,1,0,0,0,0,Green,Clinic,Pending
Barpeta Village,Assam,2023-04-27,0,None,Medium,20.7,6,5,1,25,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Zunheboto Village,Nagaland,2023-04-28,0,None,Medium,26.5,6,3,0,18,0,0,1,0,0,0,1,Red,Clinic,Under Investigation
Roing Village,Arunachal Pradesh,2023-04-28,0,None,Medium,19.7,7,3,1,23,0,0,0,0,0,0,0,Orange,Clinic,Verified
Williamnagar Village,Meghalaya,2023-04-28,0,None,Low,11.0,4,2,0,9,0,0,0,0,0,0,0,Yellow,District Health Office,Verified
Guwahati Rural,Assam,2023-04-28,1,Water-borne,High,36.7,8,3,1,27,1,0,0,1,3,6,1,Red,ASHA Worker,Verified
Tawang Rural,Arunachal Pradesh,2023-04-28,0,None,Low,6.0,3,0,0,5,0,0,0,0,0,0,0,Green,District Health Office,Under Investigation
Tawang Rural,Arunachal Pradesh,2023-04-28,0,None,Medium,20.6,2,2,3,16,0,0,1,0,0,0,0,Red,District Health Office,Verified
Dimapur Village,Nagaland,2023-04-28,0,None,Low,14.9,4,3,2,21,0,0,0,0,0,0,0,Red,Clinic,Verified
Shillong Rural,Meghalaya,2023-04-29,0,None,Low,13.7,4,3,1,13,0,0,0,0,0,0,0,Orange,Clinic,Verified
Ziro Village,Arunachal Pradesh,2023-04-29,0,None,High,30.1,2,5,3,20,1,0,0,0,0,0,1,Green,ASHA Worker,Verified
Dimapur Village,Nagaland,2023-04-29,0,None,Medium,18.2,2,2,1,12,0,0,1,0,0,0,0,Green,ASHA Worker,Verified
Nongpoh Village,Meghalaya,2023-04-29,0,None,Low,10.9,2,3,2,10,0,0,0,0,0,0,0,Green,ASHA Worker,Under Investigation
Kohima Rural,Nagaland,2023-04-29,0,None,High,44.7,4,7,1,22,1,0,1,0,0,0,1,Orange,ASHA Worker,Verified
Singtam Village,Sikkim,2023-04-29,0,None,Low,5.0,1,2,0,7,0,0,0,0,0,0,0,Red,ASHA Worker,Under Investigation
Resubelpara Rural,Meghalaya,2023-04-29,0,None,Medium,17.0,2,2,0,5,0,0,1,0,0,0,0,Green,Community Leader,Verified
Kiphire Village,Nagaland,2023-04-30,0,None,Low,8.0,4,0,0,9,0,0,0,0,0,0,0,Orange,District Health Office,Verified
Guwahati Rural,Assam,2023-04-30,0,None,Low,12.4,2,4,2,10,0,0,0,0,0,0,0,Green,ASHA Worker,Pending
Kailashahar Village,Tripura,2023-04-30,0,None,Low,9.2,1,4,1,11,0,0,0,0,0,0,0,Red,ASHA Worker,Under Investigation
Tawang Rural,Arunachal Pradesh,2023-04-30,0,None,Low,11.4,3,2,2,8,0,0,0,0,0,0,0,Red,ASHA Worker,Verified
Kolasib Rural,Mizoram,2023-04-30,0,None,Medium,18.1,0,3,3,14,0,0,1,0,0,0,0,Green,Community Leader,Verified
Tamenglong Rural,Manipur,2023-04-30,0,None,Low,9.0,0,6,0,8,0,0,0,0,0,0,0,Green,Clinic,Verified
Pasighat Rural,Arunachal Pradesh,2023-04-30,0,None,Low,12.9,3,3,2,17,0,0,0,0,0,0,0,Yellow,Community Leader,Under Investigation
